date,time,name,gender,city,userLevel,score,content
2019-11-27,2019-11-27 22:21:35,gujunyu2008,1,西安,2,5,有些没看懂！感觉很抽象，也很复杂。天才钢琴师很优秀但是是不是也有些懦弱呢？或许他只是想简单的演奏，享受艺术的灵灵魂，并不想过繁杂的生活。船上生，船上亡！一只船一段人生路。没有国籍，没有生日，不知道父母是谁？迷茫止住了他下舷梯的步伐。下了船，他找不到人生路，似乎也很孤单，也很恐惧，悲情！！
2019-11-27,2019-11-27 22:20:25,淘得鱼看电影,0,上海,4,5,"二十年前的老片，以前看过好几遍。每次看完之后就是Endless blue sea一样的sad. 这次最后一段终于又复习了一遍，钢琴只有88个琴键，邮船上每次只有二千人, 而陆地上有无数的街道，无数的人，能够演绎88个琴键但无法踏上陆地，就像无法演奏无尽的琴键。经典就是经典，与黑人爵士乐之父较劲烟燃神技，永远是令人难忘的神乎其技的桥段!如果能有个续集，男主离开邮船游向大陆作为片头，那就太好了！"
2019-11-27,2019-11-27 22:20:21,夜雨声铖,0,郑州,4,5,好故事，可比旧小号值钱多了
2019-11-27,2019-11-27 22:19:45,郭欣,0,桦甸,2,5,超级好看！好想再看一遍！
2019-11-27,2019-11-27 22:15:00,叶庭庭614,0,广州,3,5,如果能有一个走出去的结局就好了
2019-11-27,2019-11-27 22:14:27,yifanleping,0,北京,4,4,有人坚守一些东西，最后，你也不明白这是勇敢还是怯懦。但是，又不得不佩服。生活是无限的，但是人却是有限的，能了解自己，并做选择已是一种幸运吧。虽不认同男主，但理解他的所有想法。有时候，和最好的永远在一起，这个人生态度，太酷了！
2019-11-27,2019-11-27 22:14:06,婷英俊～,2,成都,2,5,“世界太大了，你怎么知道你选择的街道，选择的另一半就是对的呢？”
2019-11-27,2019-11-27 22:11:45,周建辉,1,宁德,2,5,有思想的影片
2019-11-27,2019-11-27 22:10:38,琼姐姐ing,2,惠阳,3,5,钢琴的琴键是有限的，而在这些琴键上创造出来的世界，是无限的。
2019-11-27,2019-11-27 22:08:45,雾000,2,嘉善,3,5,每一首曲都映射出某一类人、某一刻情绪，代表了他一生中重要的记忆片段，有感而发，随性，随心，也是他留下的痕迹，在过客中的足迹。乐器是他的重要拍档，这艘船是他一生 最熟悉的 ，无论来来往往的人有多少，陌生多少 都足以让他安心，因为在他所能掌控的范围内。人一旦脱离了自己的掌控，感受到自己的渺小，就会像是被抛弃在海中溺水的小人，怎么挣扎都逃不不开这个怪物的世界，即使拼尽全力，但从上帝的角度，仍然渺小如蝼蚁般 无法与之对抗。这个嘈杂的世界，鲜少有人能够在继续保持平静，最终都会被迫成为一颗小小的齿轮，不停地转着，没有尽头。但是不管怎样，我们都不放弃，即使迷茫过，但依然奋斗努力着，知道找到答案 并奔向她。
2019-11-27,2019-11-27 22:07:48,ITu756709014,2,重庆,1,2,不是我的菜…所以我不爱
2019-11-27,2019-11-27 22:05:21,朱明芳,2,武汉,2,5,感情细腻，演技到位！
2019-11-27,2019-11-27 21:51:01,素心ee🎵,2,长沙,4,5,写了很多，最后都删了，如他这般，留给自己
2019-11-27,2019-11-27 21:47:03,瘦弟弟打滴滴去迪拜,1,秦皇岛,3,4,在某一个瞬间  突然看到自己的影子  就像歌中唱的那样  有些人  一旦错过就不在  就现在开始  我不会在犹豫  无论场合多么不堪  或者尴尬  我也义无反顾
2019-11-27,2019-11-27 21:46:28,东方纤云11,0,明光,3,4,感动呜呜呜呜
2019-11-27,2019-11-27 21:46:24,JayGY,1,广州,3,5,如果一定要说点什么就是我去了隔壁城市一起看了一部原本以为没有什么共同点的电影，音乐可能是和女孩的那一幕才知道情感的表达。有时候感觉好奇怪，我和以前似乎一样又似乎不一样。
2019-11-27,2019-11-27 21:45:58,dRK626780563,0,佛山,2,5,真的超级好看
2019-11-27,2019-11-27 21:44:42,🐳🐳🐳,2,惠州,2,5,以前就看过，这次重温一遍又有不同的感受
2019-11-27,2019-11-27 21:43:54,Demon゛,2,佛山,2,4.5,很久以前的电影了，看着看着感觉男主角好悲伤好孤独，但他又习惯了一切。可能是他的出生就决定了他的一生吧。
2019-11-27,2019-11-27 21:42:17,Sgh775086403,0,广州,1,5,真的很好看 重温经典 最后那一幕 还是看哭了
2019-11-27,2019-11-27 21:41:46,袁燕红,0,临安,2,5,音乐真的很动听，故事有喜有悲，有起有浮，有笑有泪。
2019-11-27,2019-11-27 21:41:02,Túlǚ,2,佛山,2,5,看似风平浪静，却又百感交集的一部作品
2019-11-27,2019-11-27 21:40:24,王云飞,1,西安,2,4,没有想象中那么好，但也绝对值得一看。
2019-11-27,2019-11-27 21:38:56,廖勇,1,彭州,2,5,生命所不能承受之重
2019-11-27,2019-11-27 21:37:33,易三羊,0,呼和浩特,2,5,下船是人生，船上是永恒。
2019-11-27,2019-11-27 21:37:01,KnN175166835,1,临沂,3,4,虽然有很多地方不符合逻辑但这是一个好故事，每个人都有他的弗吉尼亚号，迈出那一步真的很难
2019-11-27,2019-11-27 21:36:03,李芦峰,0,青岛,2,5,悲剧可怜的一生！！
